coefficient,hazard_ratio,pvalue,covar,disease
0.04123001418510389,1.042091773871036,5.902120414878263e-7,Cooked veg intake,p130828
-0.028609748305477075,0.9717956353691818,0.047645164049011986,Raw veg intake,p130828
-8.645718550052791e-4,0.9991358017795552,0.9594111710221123,Fresh fruit intake,p130828
-0.024796612760225486,0.9755082977931475,0.15040359542558895,Dried fruit intake,p130828
-0.016230617508969303,0.9839003892323417,0.327436975412773,Oily fish intake,p130828
0.011215999097392983,1.0112791342357028,0.47502201428575885,Non-oily fish intake,p130828
-0.03492461356866056,0.965678212547872,0.01958017427616434,Processed meat intake,p130828
0.01694738449553814,1.017091806118899,0.17375680997462387,Poultry intake,p130828
8.224092174769727e-4,1.0008227474886635,0.9650652194847535,Beef intake,p130828
0.026952098811288915,1.0273185918031347,0.28232842799691715,Lamb intake,p130828
0.04547951763155708,1.0465295689902048,0.06137869620077965,Pork intake,p130828
0.0071075180832710656,1.0071328364379328,0.005759511036516464,Bread intake,p130828
0.0010682948525130279,1.0010688656827125,0.9034483907766295,Cereal intake,p130828
-0.021625747224700478,0.9786064126913125,0.07895116307115037,Water intake,p130828
-0.05169669816086149,0.9496168437038984,0.07576709713484164,Alcohol intake frequency,p130842
0.10569428322124529,1.1114820258555662,0.04117114054635253,Smoking status,p130842
0.008593370601358256,1.0086303996024806,0.16590255621254724,% body fat,p130842
0.070319233949286,1.0728506169321985,0.2649863302299805,Hours slept per day,p130842
0.056504968448702654,1.0581318720610928,7.43329671206028e-4,TDI,p130842
0.5852575651094639,1.7954533722343737,2.1335456165711424e-5,Education,p130842
-0.0017889683512796952,0.9982126308987899,0.9415490671929372,Days/week moderate activity,p130842
-0.02972809468086141,0.9707094387279994,7.369633071842148e-8,Grip strength,p130842
0.026429485525469348,1.0267818417268662,0.2435508996824105,Cooked veg intake,p130842
-0.019435522183262104,0.9807521299061234,0.49225082860882957,Raw veg intake,p130842
0.04210600519142396,1.0430050368393804,0.23967373584877566,Fresh fruit intake,p130842
0.0075694532008829234,1.0075981739327742,0.7886988853955549,Dried fruit intake,p130842
-0.1163592490860535,0.8901553783427935,0.003083045650757965,Oily fish intake,p130842
-0.048643585058481535,0.9525205617658984,0.197453451882265,Non-oily fish intake,p130842
-0.005274632654368698,0.9947392537944171,0.8840920016670339,Processed meat intake,p130842
0.04468842382047324,1.0457019933132188,0.13521797783635459,Poultry intake,p130842
0.0035199034718566965,1.0035261056069196,0.9371774661820446,Beef intake,p130842
0.12598078450884348,1.1342603727034584,0.024946756606594244,Lamb intake,p130842
0.148914563378413,1.1605738294661172,0.008536008700876757,Pork intake,p130842
0.010736854201018583,1.0107947010658322,0.08585980540704785,Bread intake,p130842
0.022633267203375194,1.0228913429501305,0.28574925056566247,Cereal intake,p130842
0.011743922740939126,1.011813153349146,0.6634185802629299,Water intake,p130842
-0.06654441717146878,0.9356213572791243,0.0035449465759269847,Alcohol intake frequency,p130846
0.02988961685408825,1.0303407954178643,0.4732686791214421,Smoking status,p130846
