disease,protein,coefficient,pval,beta,nom_sig,fdr_sig,pval_fdr_corrected,bonf_sig,fdr_sig_permissive,pval_fdr_corrected_permissive
p131874,ca1,0.9459738678906864,0.01231909590657,0.7217499841240256,1,0,0.4903576649361861,0,0,0.9683402713553312
p131874,ca13,-0.8753131426478876,0.0205182911644308,-0.6608826399572623,1,0,0.6046390244629074,0,0,0.9683402713553312
p131874,ca2,0.8118101901020716,0.0203675342535167,0.6330207810940519,1,0,0.6029500310610932,0,0,0.9683402713553312
p131874,ca3,1.0095880313609902,0.0017196081480344,0.7953391936395902,1,0,0.16812800503820588,0,0,0.9683402713553312
p131874,ca4,0.9587986150278436,0.0148656582303275,0.7440360806936672,1,0,0.5345991623480244,0,0,0.9683402713553312
p131874,cacybp,-0.828332793313169,0.0490707947341132,-0.6194394297112227,1,0,0.8200226825209539,0,0,0.9683402713553312
p131874,cat,0.7111195817125323,0.0249370070013813,0.5782826428577842,1,0,0.6493726818128455,0,0,0.9683402713553312
p131874,ccl20,0.5926172567606566,0.0394883502520356,0.5352154925007735,1,0,0.7663117347221522,0,0,0.9683402713553312
p131874,cd33,1.223175104152782,0.0124885247475893,0.940767648474326,1,0,0.4926752481994569,0,0,0.9683402713553312
p131874,cert,-0.7070138253127849,0.0427878742852476,-0.5358353241036352,1,0,0.7862496113673619,0,0,0.9683402713553312
p131874,cga,1.7755283894337577,0.0297475953660851,1.0128663894178456,1,0,0.6959934673998385,0,0,0.9683402713553312
p131874,chmp6,-0.9083448174806764,0.0416499635554216,-0.6657919984200754,1,0,0.780020126968578,0,0,0.9683402713553312
p131874,clns1a,0.5163611369501554,0.0315873383649396,0.4482144727085703,1,0,0.7130050634935093,0,0,0.9683402713553312
p131874,clstn1,0.4055287003995515,0.0272056445817092,0.3990850055269576,1,0,0.6727989263007947,0,0,0.9683402713553312
p131874,col2a1,-0.9116146292862358,0.0446762942259016,-0.673839598230544,1,0,0.7986540755076197,0,0,0.9683402713553312
p131874,cpb2,-0.955650735688858,0.0093122374705449,-0.7378215311628141,1,0,0.4340829494251618,0,0,0.9683402713553312
p131874,crebzf,-0.9402503336131828,0.0200659076301262,-0.9294780994873256,1,0,0.600753269853021,0,0,0.9683402713553312
p131874,crtac1,0.9587697358558936,0.0374124064805699,0.7281475955800334,1,0,0.7513975160516061,0,0,0.9683402713553312
p131874,csf1,0.6938810163532079,0.0390433728267137,0.5549307392225651,1,0,0.7634622955556343,0,0,0.9683402713553312
p131874,cst6,0.7899359929346373,0.0356398580018911,0.5958658446406269,1,0,0.7395443804553813,0,0,0.9683402713553312
p131874,cstb,1.191605610453206,0.0054448848298396,0.9336825962728312,1,0,0.33132236109375846,0,0,0.9683402713553312
p131874,ctss,1.28237854381865,0.0041436884505153,0.9928951448662052,1,0,0.2846677295509226,0,0,0.9683402713553312
p131874,cxcl11,0.6370849288782494,0.0303398176693154,0.511876469841201,1,0,0.7006196689238993,0,0,0.9683402713553312
p131874,cxcl14,0.5517311232541151,0.0072058552351611,0.5515697617024611,1,0,0.38122052953134605,0,0,0.9683402713553312
p131874,dcxr,0.9443126326059552,0.0101612029079698,0.7365473603579566,1,0,0.4543857684377626,0,0,0.9683402713553312
p131874,ddi2,0.9910160861892832,0.01922366785582,0.7635355685909536,1,0,0.5923638965683768,0,0,0.9683402713553312
p131874,ddx53,-1.0934561149865945,0.0269638461857425,-0.9186138712455358,1,0,0.6702079618572815,0,0,0.9683402713553312
p131874,dkk3,1.175633279944132,0.0179937682899613,0.9070156360086608,1,0,0.5775180067638996,0,0,0.9683402713553312
p131874,dlk1,1.257235852143298,0.0142954568797629,0.9303988968481908,1,0,0.5256463960765144,0,0,0.9683402713553312
p131874,dnaja4,0.8642015047687903,0.0281111352711448,0.7204298756903983,1,0,0.682340261097614,0,0,0.9683402713553312
p131874,dsg4,1.0930749171572445,0.0345131821198869,0.8209559798744067,1,0,0.732894708556895,0,0,0.9683402713553312
p131874,dtx2,0.3811667716630053,0.0498893899564071,0.4102608684472388,1,0,0.8236023388569544,0,0,0.9683402713553312
p131874,fdx2,0.5936991203289241,0.0199223538397198,0.5810418139266407,1,0,0.5998167598034444,0,0,0.9683402713553312
p131874,ifngr2,1.361158179074306,0.0078615342672825,0.9743047244443184,1,0,0.3982471683198209,0,0,0.9683402713553312
p131874,krt5,1.100977311772143,0.0144374011383462,0.908046211443568,1,0,0.5279501231226262,0,0,0.9683402713553312
p131874,mmp12,0.985143191152024,0.0356232678688542,0.7930675543047486,1,0,0.7395443804553813,0,0,0.9683402713553312
p131874,pde1c,0.4434410825061672,0.0373241118567024,0.5435875638550024,1,0,0.7504145025500475,0,0,0.9683402713553312
p131874,pdgfra,1.0461834465051405,0.0474410177543025,0.7902749144316746,1,0,0.8118211863765938,0,0,0.9683402713553312
p131874,rtn4r,0.9110440344791296,0.0130490631076415,0.7076049561934353,1,0,0.5029586357371494,0,0,0.9683402713553312
p131874,sap18,0.4434862071619078,0.0442775051851805,0.4807393054414021,1,0,0.7958105570776737,0,0,0.9683402713553312
p131874,sned1,0.7520939029259456,0.0402557890788686,0.6668780997504496,1,0,0.7719704543608952,0,0,0.9683402713553312
p131874,spag1,0.6261049219560846,0.0290033877248797,0.5646324215418458,1,0,0.6903787291027454,0,0,0.9683402713553312
p131874,tank,1.040789070114521,0.0319944397151618,0.8357842874255828,1,0,0.7151870464912955,0,0,0.9683402713553312
p131874,tinagl1,1.1703160653579996,0.047929963950673,0.9202614853325696,1,0,0.8145444312305723,0,0,0.9683402713553312
p130770,acan,-0.709826204825835,0.0091216038516198,-0.5330357402983963,1,0,0.43073873462005735,0,0,1.0
p130770,acot13,0.540968862586496,0.039907223096223,0.4020913539836641,1,0,0.7686178043728584,0,0,1.0
p130770,adam23,-0.4200703883628323,0.0497826122434257,-0.3451431467395144,1,0,0.8232497290566794,0,0,1.0
p130770,afap1,0.6633489595367494,0.0075611950118075,0.5131195857938644,1,0,0.3897950440342607,0,0,1.0
p130770,akr1b1,0.6759715204540295,0.0008159728947082,0.5408507390528418,1,0,0.10061809560662394,0,0,0.8303844874394519
p130770,amdhd2,0.4587081575849135,0.0070603894399686,0.3760349850237598,1,0,0.37688801910926517,0,0,1.0
p130770,angptl7,-0.7245904750821739,0.0058519220249497,-0.6180504456453536,1,0,0.34515225353064793,0,0,1.0
p130770,anpep,-0.6286535333160158,0.0475793803739337,-0.5129786147154656,1,0,0.8127409802398441,0,0,1.0
p130770,apbb1ip,-0.7247143678873389,0.0340092544779898,-0.6149991280886279,1,0,0.730371723061932,0,0,1.0
p130770,apod,-1.0466914971506665,0.0026330812363432,-1.0246139876487736,1,0,0.21920681407582285,0,0,1.0
p130770,atxn2l,0.3886547503701332,0.0325704970284206,0.3593258277940839,1,0,0.7206542961398896,0,0,1.0
p130770,axl,-0.7061799743818814,0.0383877674986459,-0.558658890649761,1,0,0.758783014087554,0,0,1.0
p130770,babam1,-0.7811533757634744,0.0207626958219944,-0.717365526302711,1,0,0.6069995411237185,0,0,1.0
p130770,bag3,-0.6408817317148415,0.0011375129964924,-0.5460484090163783,1,0,0.12878648300565573,0,0,0.8303844874394519
p130770,bcan,-0.8002928928514645,0.010251963712297,-0.6024991411960406,1,0,0.45615059828832955,0,0,1.0
p130770,bex3,0.2565797407446339,0.0167321427880557,0.293182477146534,1,0,0.5618737409981491,0,0,1.0
p130770,bglap,0.7088945117337693,0.0323208300464908,0.5409638674309999,1,0,0.7178981823677861,0,0,1.0
p130770,bmp4,-1.0597017680615306,0.0011298763895846,-0.8664647170886276,1,0,0.12807011405465302,0,0,0.8303844874394519
p130770,c1qbp,0.2636163827534895,0.0083069757071744,0.3543336137830319,1,0,0.41060554000798377,0,0,1.0
p130770,c1ql2,0.5543063814534566,0.0312812136760187,0.4540347398675,1,0,0.7097131675259537,0,0,1.0
p130770,c1rl,0.7081376075696973,0.0482932025977174,0.5855508866607583,1,0,0.8159387718758198,0,0,1.0
p130770,c8b,0.7756926671925297,0.0345330261162715,0.5931333747707178,1,0,0.733156942961189,0,0,1.0
p130770,ca6,-1.0179652000907626,0.0050039918760972,-0.7532570557561349,1,0,0.31564404682726804,0,0,1.0
p130770,casp1,-0.6499989776797838,0.0114470487295459,-0.5981245273332603,1,0,0.47663544650312367,0,0,1.0
p130770,cblif,-0.6331662882730679,0.0004518356657812,-0.5273770382320097,1,0,0.06518962363822564,0,0,0.8303844874394519
p130770,ccl21,0.4735749114713402,0.0061931908729416,0.4260030525249839,1,0,0.35541143939419084,0,0,1.0
p130770,ccl8,-0.6647152258713824,0.025728313525169,-0.5442988426257482,1,0,0.6594156124335895,0,0,1.0
p130770,cd248,-0.8505646807532288,0.0219665276046908,-0.6302165370837944,1,0,0.6188841389086561,0,0,1.0
p130770,cd34,-0.7196386633222754,0.0426855610114079,-0.5481125263429469,1,0,0.7857549074399549,0,0,1.0
p130770,cd99,-1.0104151534415302,0.0190857490347641,-0.7603645798630948,1,0,0.5903456033456519,0,0,1.0
p130770,cd99l2,-0.5389476508813498,0.0489917979217601,-0.4160619142512198,1,0,0.8198383867873125,0,0,1.0
p130770,ceacam21,0.8306641094699699,0.0263882286936517,0.5434378618447581,1,0,0.6654541198280509,0,0,1.0
p130770,cgb3_cgb5_cgb8,0.3647358268814344,0.0370934136173938,0.3130550233572387,1,0,0.7491437431719752,0,0,1.0
p130770,chek2,-0.7750778495547882,0.0443220983757836,-0.6230861786583651,1,0,0.7961049693571708,0,0,1.0
p130770,clec12a,0.487145955797311,0.0125788291099971,0.4142656261084843,1,0,0.49386356152515204,0,0,1.0
p130770,clec5a,-0.9123578721073377,0.0179099123548389,-0.7112398650284197,1,0,0.575919666847581,0,0,1.0
p130770,comp,-0.9458930494894104,0.0156982189544908,-0.7335451238319318,1,0,0.5446354949914134,0,0,1.0
p130770,cptp,-0.876246316396149,0.034191129463332,-0.897495468694413,1,0,0.7312136545411555,0,0,1.0
p130770,creg1,-0.8395125359352423,0.0406887471283152,-0.68795520721181,1,0,0.7745236887158997,0,0,1.0
p130770,crhbp,-0.8660269844622284,0.0421560313235247,-0.6684747300178456,1,0,0.782326457492792,0,0,1.0
p130770,crlf1,-0.9154752181092868,0.0174224998143387,-0.7027878857159642,1,0,0.5688820903549344,0,0,1.0
p130770,crnn,-0.714257979514037,0.0250015021887618,-0.5892606206410917,1,0,0.6499562238856034,0,0,1.0
p130770,crtam,-0.8570067374778126,0.0292352368997598,-0.6538961445183209,1,0,0.6921081494517192,0,0,1.0
p130770,cspg4,-0.9742697520379228,0.016745105668709,-0.730283485006959,1,0,0.5621160729283166,0,0,1.0
p130770,ctse,-0.7865056427597817,0.0442304164067097,-0.6025901562282081,1,0,0.7955537984562551,0,0,1.0
p130770,cwc15,-1.1193991222685298,0.0420109712242906,-1.3633016649573102,1,0,0.7821746756693853,0,0,1.0
p130770,dtnb,-1.2779533175588953,0.0185679892471571,-1.0543455243067652,1,0,0.5830885098417039,0,0,1.0
p130770,echdc3,-1.081400946372861,0.0343913156260832,-0.9600543394602948,1,0,0.7324534061710121,0,0,1.0
p130770,ednrb,-0.825933940806501,0.0488033951443528,-0.9228131940127228,1,0,0.8185080348085025,0,0,1.0
p130770,efhd1,-1.008282728730027,0.0305363609486448,-0.8293934822584016,1,0,0.7024260618451345,0,0,1.0
p130770,eno3,-1.0656247801269645,0.0485896539489348,-0.909830517485615,1,0,0.8174130218968083,0,0,1.0
p130770,enpp5,-0.4941564934757712,0.0177101765428857,-0.4348348821966351,1,0,0.5727457796361632,0,0,1.0
p130770,fabp3,-1.4178189183900545,0.0198319870058164,-1.156927270711535,1,0,0.5991098375013745,0,0,1.0
p130770,fas,0.4632777598349035,0.016143485758458,0.4594743114964101,1,0,0.5513178277184021,0,0,1.0
p130770,fgf20,0.3614961943634107,0.0337878999649661,0.4709782843352365,1,0,0.728849974579412,0,0,1.0
p130770,fuom,-0.9305013997720534,0.0246394701134149,-0.7996311509773031,1,0,0.6473682353144917,0,0,1.0
p130770,gast,0.6319110280913225,0.0115130416782646,0.6677164424519498,1,0,0.4772130268765255,0,0,1.0
p130770,gja8,-1.0241150467994118,0.0194732180795524,-1.027372499651671,1,0,0.5948922464194137,0,0,1.0
p130770,gzma,-1.4194821845102528,0.0075268531850516,-1.1030154118582451,1,0,0.3894196055491251,0,0,1.0
p130770,gzmh,-1.2412353498500954,0.0350457017050126,-0.961874426356501,1,0,0.7363952107525398,0,0,1.0
p130770,hcg22,0.3228818234012082,0.0082669648008572,0.4243297067797826,1,0,0.4096792791035429,0,0,1.0
p130770,hmox1,-1.5763022421153086,0.0203656540362903,-1.2211201035540196,1,0,0.6029500310610932,0,0,1.0
p130770,ica1,1.0078111835684485,0.0349300085431014,0.7654621147132933,1,0,0.7359173540194587,0,0,1.0
p130770,il15,1.0533325611553153,0.0021467811731283,0.8602549824216693,1,0,0.19516555237491665,0,0,1.0
p130770,izumo1,0.4501668733763271,0.0490400508658853,0.5263782656591733,1,0,0.8200226825209539,0,0,1.0
p130770,kirrel1,-1.9524791959830663,0.0227136065586834,-3.085730337050241,1,0,0.6260481807749817,0,0,1.0
p130770,lonp1,1.261961840900585,0.0261427072320373,0.9351752630623608,1,0,0.6634869891949489,0,0,1.0
p130770,ly9,-1.3517575056636577,0.0469763343455855,-1.0591411920102738,1,0,0.8090184904375306,0,0,1.0
p130770,mdga1,-1.4643425784872162,0.0480556386720634,-1.048985862357778,1,0,0.8145883479940073,0,0,1.0
p130770,mmut,0.7075530151088688,0.0463138109357817,0.622959341856817,1,0,0.8061957444146571,0,0,1.0
p130770,ngfr,0.6721108022354969,0.0372345500637756,0.565050927473023,1,0,0.7496724683006133,0,0,1.0
p130770,oxct1,1.0529484360809336,0.0434812827398319,0.813582949908771,1,0,0.791245293946676,0,0,1.0
p130770,psapl1,-1.600091174466654,0.0200955999155779,-1.225676981646148,1,0,0.6010237532763151,0,0,1.0
p130770,sel1l,0.4018132644859195,0.0389482296402915,0.4664606652898763,1,0,0.7630472299397263,0,0,1.0
p131366,abo,0.421068117100211,0.0211485872196648,0.2381068048717337,1,0,0.6093534026001799,0,0,0.9553405090400312
p131366,ace,0.2930652993831446,0.0046702541940918,0.2535852018362177,1,0,0.3048169431720955,0,0,0.8298471906725199
p131366,acp5,-0.4039928924311136,0.0068799958438741,-0.31258598155123,1,0,0.3726473939356393,0,0,0.8298471906725199
p131366,acp6,0.2909056639483858,0.0398164467983905,0.2509103888480622,1,0,0.768230935907196,0,0,0.9865793359962914
p131366,acy3,0.2754107368602291,0.0287132945175333,0.2305835319843257,1,0,0.6877038171617054,0,0,0.9628356574784822
p131366,ada2,0.3337890133854492,0.0109607131060742,0.2687749802500881,1,0,0.4675869847519312,0,0,0.9226165263168143
p131366,adam15,0.2995176066630158,0.0481077544605352,0.223596864230192,1,0,0.8149119023078835,0,0,0.9966537863291296
p131366,adgrg2,-0.4568168366873368,0.008942086835912,-0.3399222803888085,1,0,0.42653206307776076,0,0,0.8703631186954347
p131366,ahcy,0.3916693145589917,0.0133994027130858,0.2939983495394168,1,0,0.5103093530831431,0,0,0.9395713750334412
p131366,aida,-0.2329761804611395,0.0490646011626716,-0.2845554020934091,1,0,0.8200226825209539,0,0,0.9966537863291296
p131366,aldh5a1,0.2682373403362504,0.0265137018046345,0.231548450074031,1,0,0.6666053376035711,0,0,0.9628356574784822
p131366,angpt2,0.5098418391531736,0.0007265184817962,0.3994849647570553,1,0,0.09320398411712039,0,0,0.42428679336898084
p131366,angptl3,-0.3788309911673743,0.0446838768486894,-0.2860773231844984,1,0,0.798716643826185,0,0,0.9966537863291296
p131366,anpep,0.3159393219725417,0.0319093445562829,0.2578051456495154,1,0,0.7147634725201726,0,0,0.9628356574784822
p131366,apcs,-0.9073204845195184,1.1529808778720785e-05,-0.6904124367718543,1,1,0.0033212249597772163,0,1,0.03366704163386469
p131366,apoc1,-0.5265080190154328,0.0015108406721846,-0.4462791622504812,1,0,0.15593598967669892,0,0,0.5436452023541729
p131366,apom,-0.4059968655715517,0.0165507239112745,-0.3200728740984356,1,0,0.5584316483934583,0,0,0.9553405090400312
p131366,arf6,-0.4118170165321871,0.0232224537201478,-0.3169074628742028,1,0,0.6309180455228045,0,0,0.9553405090400312
p131366,arhgap1,0.4802359679114232,0.0143668744977611,0.3605395721151399,1,0,0.5267570591223967,0,0,0.9395713750334412
p131366,atf4,-0.4407169512931158,0.0116221847927907,-0.4481291018882776,1,0,0.4790906516775332,0,0,0.9226165263168143
p131366,babam1,-0.4948547790397194,0.0079109404573517,-0.4544456569265702,1,0,0.39940552027775134,0,0,0.8298471906725199
p131366,bex3,-0.5647470499902519,0.0013570475700949,-0.645311818449962,1,0,0.1447616066594145,0,0,0.5436452023541729
p131366,bloc1s2,-0.3356321400698407,0.0294017922361836,-0.3723153511042043,1,0,0.6932306136401652,0,0,0.9628356574784822
p131366,bmp10,0.4508213312522776,0.0219591061125108,0.3543003917474343,1,0,0.6188057990617972,0,0,0.9553405090400312
p131366,btn1a1,-0.4604664893972242,0.0118178193188551,-0.4933697649284427,1,0,0.48214736607201225,0,0,0.9226165263168143
p131366,btnl10,0.1421633600538682,0.0413649724075653,0.1963386449769388,1,0,0.7783251380613049,0,0,0.9865793359962914
p131366,c8b,-0.3857522283432436,0.0458220540974524,-0.294965429866263,1,0,0.8044865142084022,0,0,0.9966537863291296
p131366,ca12,0.3867957922962153,0.0185642056901386,0.318774784769113,1,0,0.5830632848320301,0,0,0.9553405090400312
p131366,ca4,0.4156020026111781,0.0269439334308398,0.3225107757819199,1,0,0.670053532021037,0,0,0.9628356574784822
p131366,capn3,-0.4656945297188172,0.012322617988478,-0.518561799540311,1,0,0.4903647865495196,0,0,0.9226165263168143
p131366,ccdc80,0.3975717366090333,0.0425087481085794,0.3088358664653028,1,0,0.7843971583782541,0,0,0.9966537863291296
p131366,ccl24,-0.6152202641563592,0.0081069528399566,-0.4224028622221904,1,0,0.4050164079696397,0,0,0.8298471906725199
p131366,cd28,0.4524572466290458,0.0076470253322633,0.3672884307784472,1,0,0.3920503239004172,0,0,0.8298471906725199
p131366,cd48,0.4339693583321118,0.0209399182397348,0.3441685598150366,1,0,0.6083584206150454,0,0,0.9553405090400312
p131366,cda,-0.7027451256174202,0.0016756187743793,-0.5619793075897285,1,0,0.16564833603818407,0,0,0.5436452023541729
p131366,ceacam16,-0.4464282492084622,0.0437841170920949,-0.3386955129276152,1,0,0.792774147885002,0,0,0.9966537863291296
p131366,cfb,-0.6166668658867148,0.0101259564188604,-0.4634543778257288,1,0,0.45374304026244816,0,0,0.9108230713719031
p131366,cfh,-0.6414578752398649,0.0144796958481181,-0.4843805920433376,1,0,0.5283097452868146,0,0,0.9395713750334412
p131366,cfi,-0.6026447005486819,0.0168526271862163,-0.4555150342809563,1,0,0.5628638583786078,0,0,0.9553405090400312
p131366,cfp,-0.6408861181938957,0.0098303674751388,-0.5042509521155228,1,0,0.44685754573776065,0,0,0.9108230713719031
p131366,ckap4,0.4045696617164727,0.0293879041833576,0.3299964535242244,1,0,0.6931223115650489,0,0,0.9628356574784822
p131366,clec4a,-0.4193018409196156,0.0358263942258318,-0.3387975924045089,1,0,0.7407604910528148,0,0,0.975786776872128
p131366,cntn5,-0.6145660099229996,0.01029354840934,-0.4702807462732346,1,0,0.45634577961776185,0,0,0.9108230713719031
p131366,col6a3,0.4509585296269489,0.0225458444770412,0.3579963242803066,1,0,0.6251231595079847,0,0,0.9553405090400312
p131366,col9a1,0.3838974976195737,0.0496564007015034,0.3153185211280975,1,0,0.8226649011385733,0,0,0.9966537863291296
p131366,colec12,0.4386073232072562,0.0412339766646285,0.3420236962776758,1,0,0.7775436332210043,0,0,0.9865793359962914
p131366,crim1,0.6421995727994002,0.0004590364643919,0.509283195365948,1,0,0.06598522696078715,0,0,0.400000834181401
p131366,csnk1d,-0.5720139564810609,0.0245159997606534,-0.4847019876089691,1,0,0.6454412940988448,0,0,0.9628356574784822
p131366,ctla4,-0.7050722021340989,0.0033691618935974,-0.6076002349771394,1,0,0.2526419443707916,0,0,0.8198293941087007
p131366,ctrc,0.4715999806279301,0.0490517369210627,0.369731367563723,1,0,0.8200226825209539,0,0,0.9966537863291296
p131366,cuzd1,0.2538042776850465,0.0497922786218535,0.2776216628152728,1,0,0.8232497290566794,0,0,0.9966537863291296
p131366,cxcl3,-0.5972759636514144,0.0317661251894946,-0.4510690218290049,1,0,0.713731888884493,0,0,0.9628356574784822
p131366,daam1,-0.6141591298392264,0.0466546993986006,-0.4436897005687926,1,0,0.8069575881505494,0,0,0.9966537863291296
p131366,dbn1,-0.6490028461884303,0.0299929961818122,-0.5235830236828531,1,0,0.6986805237217288,0,0,0.9628356574784822
p131366,dcbld2,0.5960064574630951,0.0306475625506366,0.464994909692428,1,0,0.7034951469443324,0,0,0.9628356574784822
p131366,dcdc2c,-0.5532001595179391,0.0345603752625465,-0.5365479840408743,1,0,0.7334192229487578,0,0,0.9668108427472409
p131366,dkk3,0.9184719150792876,0.0005479463481937,0.7086124580033336,1,0,0.07528105587121872,0,0,0.400000834181401
p131366,dlg4,-0.6245769805599748,0.0415579651806657,-0.4898941368552753,1,0,0.7795978909645095,0,0,0.9865793359962914
p131366,dmp1,0.8045515741284193,0.0068207223971786,0.6961778952415406,1,0,0.37144320552963733,0,0,0.8298471906725199
p131366,dner,-0.6536945061891482,0.0219504606211696,-0.5051566457961554,1,0,0.6188057990617972,0,0,0.9553405090400312
p131366,dxo,-0.6333260355226267,0.0359780120899253,-0.5039894609537675,1,0,0.7415597745514705,0,0,0.975786776872128
p131366,dynlt3,-0.6653638724413609,0.0226061305069791,-0.5314405026440058,1,0,0.6252139843363201,0,0,0.9553405090400312
p131366,ebi3_il27,0.5345988984331389,0.0344601873023334,0.4253431525707359,1,0,0.7328033743291854,0,0,0.9668108427472409
p131366,echdc3,0.4856834202093759,0.0191601777276601,0.4311837128864112,1,0,0.5912171180974916,0,0,0.9553405090400312
p131366,eif4g3,-0.7723206396419788,0.0116035796125566,-0.6546316680562734,1,0,0.4789447302208505,0,0,0.9226165263168143
p131366,eif5a,-0.5611468870077259,0.0343328138118369,-0.4842641418983867,1,0,0.7319245607658026,0,0,0.9668108427472409
p131366,f11,-0.7141607132788744,0.0199593315560943,-0.608713936607835,1,0,0.6001945698572608,0,0,0.9553405090400312
p131366,fbln2,0.6068762783161821,0.0372312071006781,0.4768870499095498,1,0,0.7496724683006133,0,0,0.982482185142354
p131366,fstl1,0.671375630317168,0.0141741579527189,0.5227528528713169,1,0,0.5228205567995018,0,0,0.9395713750334412
p131366,ftcd,0.6398494046666864,0.0406111473099543,0.4993063612342365,1,0,0.7739139330567775,0,0,0.9865793359962914
p131366,fuom,0.641358939504702,0.0182203262203498,0.5511550945666082,1,0,0.5796381281273635,0,0,0.9553405090400312
p131366,gip,0.6264125936555461,0.0167953133591196,0.5062416107673509,1,0,0.5621985018949204,0,0,0.9553405090400312
p131366,gkn1,-0.5336857381401657,0.0323143474085244,-0.4565911688865998,1,0,0.7178356905874548,0,0,0.9628356574784822
p131366,gpc1,-0.7196641476010838,0.0317853585186196,-0.5318366763005935,1,0,0.713731888884493,0,0,0.9628356574784822
p131366,gpc5,-0.7917527363265132,0.0081200374729916,-0.6067235461088656,1,0,0.40546302481267915,0,0,0.8298471906725199
p131366,gsta1,0.7243368220247025,0.0308743179879559,0.5525444539741656,1,0,0.705224935337267,0,0,0.9628356574784822
p131366,gsta3,0.6139725814782503,0.0302467165638389,0.4924335752888601,1,0,0.7005273786933062,0,0,0.9628356574784822
p131366,gstt2b,0.9823816991657406,0.0398526669828365,0.5454615214968214,1,0,0.768230935907196,0,0,0.9865793359962914
p131366,hao1,0.7157333841769556,0.0456005015395755,0.5378956198347731,1,0,0.802634468844134,0,0,0.9966537863291296
p131366,hdac8,-0.7073145384444814,0.0281040728867421,-0.961371660450342,1,0,0.6822534830080933,0,0,0.9628356574784822
p131366,hsd17b14,0.6090651437898708,0.0373477816954799,0.510199343927483,1,0,0.7506243442887529,0,0,0.982482185142354
p131366,idua,0.9748083253587524,0.008241633058049,0.7219647495431974,1,0,0.40866177862964936,0,0,0.8298471906725199
p131366,igfbp3,-0.5338132059135179,0.0077316347675798,-0.4495334754894993,1,0,0.3946848827023526,0,0,0.8298471906725199
p131366,il15ra,0.8318534028688122,0.0138213138012242,0.6475898282289435,1,0,0.5174132858919829,0,0,0.9395713750334412
p131366,il1rap,-1.1892049667681188,0.0047467867865229,-0.8242833481744867,1,0,0.3075745363921277,0,0,0.8298471906725199
p131366,il36g,0.3643557979351412,0.0275101405183548,0.3634966249541683,1,0,0.675846275921269,0,0,0.9628356574784822
p131366,kir3dl1,-0.8474213463311991,0.018769215672766,-0.6018424525744434,1,0,0.5862610770460921,0,0,0.9553405090400312
p131366,l1cam,-0.6688749019214475,0.0360907438021198,-0.5220212066589948,1,0,0.7421414053201453,0,0,0.975786776872128
p131366,lcn15,0.5432408294883607,0.004818541361427,0.5236771682620456,1,0,0.3099813743135901,0,0,0.8298471906725199
p131366,lilrb2,0.7459300944984345,0.0445202583360284,0.5885503341667376,1,0,0.7975408241791591,0,0,0.9966537863291296
p131366,lrrc38,0.6706387757069182,0.0026112269830187,0.5998531304293797,1,0,0.21812999443116077,0,0,0.7624782790414605
p131366,ltbp2,0.6239884666935998,0.0278059708975618,0.4739331124515252,1,0,0.6789059534322285,0,0,0.9628356574784822
p131366,mamdc2,0.5872604331601549,0.0185475196928761,0.451637550899021,1,0,0.5830632848320301,0,0,0.9553405090400312
p131366,mdga1,-0.8602181916834702,0.017118927059941,-0.6162196844341852,1,0,0.5658167165417848,0,0,0.9553405090400312
