coefficient,hazard_ratio,pval,protein,epv,disease,beta,nom_sig,fdr_sig,pval_fdr_corrected,bonf_sig,fdr_sig_permissive,pval_fdr_corrected_permissive
0.1559710992201193,1.1687924235891842,0.0001928948989706,a1bg,47.78260869565217,p130070,0.1259499722367471,1,1,0.002391882291863007,0,1,0.0009466438739397511
0.1142006180507973,1.1209769905461755,0.0006946244535245,abca2,45.78260869565217,p130070,0.0981784715455192,1,1,0.007239758096258712,0,1,0.003036382341753802
0.0975449458342766,1.102460991478806,0.0151288687589973,acaa1,46.0,p130070,0.0799536495281177,1,0,0.08837078753821387,0,1,0.045448864996164726
0.1826183876049332,1.2003562498435236,4.9655201380278484e-08,ace2,46.04347826086956,p130070,0.1622188259880483,1,1,1.343993564076894e-06,1,1,4.753875017390596e-07
0.0759067597284895,1.0788619760838885,0.0388262373170381,acp6,47.82608695652174,p130070,0.0663711972007025,1,0,0.1762698390724137,0,0,0.10222958788615982
0.0717164883824771,1.0743507099746308,0.0418566526615832,acrbp,47.65217391304348,p130070,0.0600166233624228,1,0,0.1860004241542412,0,0,0.10854478310108609
0.1653406618148385,1.179794961353955,2.50296166800493e-09,acta2,46.04347826086956,p130070,0.1498132780342249,1,1,8.26935222627386e-08,1,1,3.058011745010208e-08
0.1568926619620812,1.1698700356071283,1.6606933097162997e-07,actn2,45.78260869565217,p130070,0.1412205901395628,1,1,4.091664767058797e-06,1,1,1.4346817941927796e-06
0.3409217405673865,1.4062431847620054,6.5904976412946264e-18,acvrl1,46.869565217391305,p130070,0.2719356919949818,1,1,5.721946705970533e-16,1,1,3.6309911533170397e-16
0.1152439928916566,1.122147200112743,0.0100950772021122,acy1,47.30434782608695,p130070,0.0919063278864967,1,0,0.06479118330816672,0,1,0.03235793938768099
0.1237774710021508,1.131763992668008,0.0010549418500483,acy3,45.78260869565217,p130070,0.1036605218294057,1,1,0.010343649881269588,0,1,0.004357044133155638
0.0863597458210006,1.090198452105657,0.0135525533870274,ada,48.0,p130070,0.0727817745814801,1,0,0.081340718814139,0,1,0.04134554303049321
0.2173022601258616,1.2427196699791718,1.5057647355262888e-08,ada2,46.65217391304348,p130070,0.175535321030098,1,1,4.4326856321141577e-07,1,1,1.5988483737224594e-07
0.2277302337075644,1.255746521652094,7.150872356443136e-20,adam12,46.52173913043478,p130070,0.2031461330366346,1,1,7.320082200283487e-18,1,1,5.800152022448322e-18
0.1522219081668268,1.1644186017616998,0.0002043833953433,adam15,46.04347826086956,p130070,0.1163912320635266,1,1,0.0025151761375497763,0,1,0.0009963264013396259
0.2572883057103912,1.2934179727974302,9.828274710298372e-12,adam8,47.73913043478261,p130070,0.2233041337456739,1,1,4.5069335484453686e-10,1,1,1.8049410159793236e-10
0.2488674431042751,1.282572008037136,1.1239312967867463e-14,adam9,47.21739130434783,p130070,0.2088562249230011,1,1,7.098212413803319e-13,1,1,3.217528810409117e-13
0.083483678729615,1.0870674728259373,0.0036245570825023,adamts1,46.52173913043478,p130070,0.0751030855419437,1,1,0.02868784845942746,0,1,0.013262790326950772
0.0919820549970336,1.096345147987359,0.0430625070760446,adamts15,47.08695652173913,p130070,0.0771390866133546,1,0,0.18987105331334558,0,0,0.11137512901864503
0.1328592867546802,1.1420892799345317,0.0001306456792767,adamts4,46.52173913043478,p130070,0.1095199792632663,1,1,0.0017000462728344948,0,1,0.0006657685575706178
-0.1010065111774135,0.9039271472366784,0.0185724816188479,adamts8,47.43478260869565,p130070,-0.076385324033598,1,0,0.10298660463906444,0,0,0.05396183714132922
0.2765519470745326,1.3185754470757285,1.1376452369879478e-18,adamtsl2,47.65217391304348,p130070,0.2363113995522434,1,1,1.0570465056449551e-16,1,1,7.221574113053929e-17
0.0993544110367107,1.1044576621882272,0.0098901215674662,adamtsl4,46.17391304347826,p130070,0.081132444713109,1,0,0.06379645696953053,0,1,0.031805236758812014
0.1592584605148351,1.1726409889105158,0.0002360572490123,adgrd1,46.43478260869565,p130070,0.1251922656098232,1,1,0.00285332241820675,0,1,0.0011393176315965554
0.2148546459632531,1.2396816911314692,5.1673971803240216e-08,adgre1,47.21739130434783,p130070,0.1692984293834998,1,1,1.3952112919841415e-06,1,1,4.930980315864753e-07
0.1487832926010159,1.160421490036373,0.0003630417052222,adgre2,47.43478260869565,p130070,0.1182590927692325,1,1,0.00415502685969912,0,1,0.0016941829039224918
0.1233422646508472,1.131271548955311,0.0018325506120425,adgre5,47.26086956521739,p130070,0.1009968504817819,1,1,0.016353029056094506,0,1,0.007153807202091043
0.1479925442307203,1.1595042513345697,0.0003542823600915,adgrf5,47.82608695652174,p130070,0.1128304766622991,1,1,0.0040667305711508984,0,1,0.0016586857606521986
0.1042608295814122,1.109889909285263,4.091562142958501e-08,adgrg1,47.08695652173913,p130070,0.1301109988674351,1,1,1.1224379374217188e-06,1,1,3.9692230755610703e-07
-0.1608142921741819,0.851450177387145,0.0005304109663547,adgrg2,47.30434782608695,p130070,-0.1209139346176329,1,1,0.005752903341857718,0,1,0.0023975232534918325
0.1039933334661523,1.1095930577512492,0.0272801386477735,adh4,46.04347826086956,p130070,0.0751635067643363,1,0,0.1370252290582557,0,0,0.07423858793243114
0.4330776804132743,1.5419959989348255,6.738063910279247e-16,adm,47.869565217391305,p130070,0.3339890345995645,1,1,4.8404846961832384e-14,1,1,2.5224546946173588e-14
0.152749604247904,1.165033223046942,0.0001035620512981,agr2,46.34782608695652,p130070,0.1280480460825476,1,1,0.0013880978065175331,0,1,0.0005390395539936755
0.274894681150034,1.316392026672262,1.1902406862927753e-12,agrn,47.43478260869565,p130070,0.2283264482214394,1,1,6.08329052059991e-11,1,1,2.500361729478348e-11
0.1059812763440196,1.1118010593310912,0.0135267281586079,agrp,48.0,p130070,0.083776747990825,1,0,0.08121026647637604,0,1,0.041315947932149655
0.1346107975719575,1.1440914145309908,0.0008643849280484,agxt,47.30434782608695,p130070,0.1068333714742467,1,1,0.008726916729205792,0,1,0.0036793061077278833
0.2048236632354375,1.227308626248415,1.7158578974061174e-07,ahnak,46.17391304347826,p130070,0.1619932546788489,1,1,4.214506978092017e-06,1,1,1.4779660945209036e-06
0.0859324681728767,1.0897327341775689,0.0050558665783415,ahnak2,46.17391304347826,p130070,0.0760915339588666,1,1,0.03758772157389128,0,1,0.01763814863650798
0.0719829683066358,1.0746370410193875,0.0089395779873189,akr1b10,46.08695652173913,p130070,0.0725279157238948,1,0,0.0589930740523793,0,1,0.029133446119387483
0.103749583214082,1.1093226271238328,0.0014194189108072,akr7l,46.52173913043478,p130070,0.0965063780247099,1,1,0.013229431981312318,0,1,0.005708957602695626
-0.1031808812383089,0.9019638103944568,0.0112727936700867,akt3,45.82608695652174,p130070,-0.0785391850724527,1,0,0.07058855026684151,0,1,0.03547042835846246
0.1886499130016928,1.207618107072674,4.039760960856166e-05,alcam,47.73913043478261,p130070,0.1460673705630349,1,1,0.000606041296493929,0,1,0.00023220673239566939
0.0911342380127477,1.0954160418618857,0.0177904515743045,aldh1a1,47.30434782608695,p130070,0.0751289952282657,1,0,0.09983246847710552,0,0,0.0522616887293452
0.0597466447928475,1.0615675588033089,0.0009485415186568,aldh2,47.65217391304348,p130070,0.0773385051603802,1,1,0.009445787615581618,0,1,0.003973803779738674
0.115796846588626,1.1227677548630577,2.9898680829427683e-05,aldh3a1,47.21739130434783,p130070,0.1061382974056568,1,1,0.0004627909312044871,0,1,0.00017637201620591681
0.0898912438489392,1.0940552919921829,0.0062759044880641,aldh5a1,47.60869565217392,p130070,0.0798691630987413,1,1,0.044687068606110866,0,1,0.021308885005985084
0.2000884000210028,1.2215107349621497,1.7581395977917454e-09,alpp,47.08695652173913,p130070,0.1803176106351223,1,1,5.9370101792096763e-08,1,1,2.2320728806747377e-08
0.2541550948192891,1.2893717636417503,1.539988396576863e-08,ambp,47.78260869565217,p130070,0.2044323440155733,1,1,4.5273925973393825e-07,1,1,1.6267918007110134e-07
0.0962515525164327,1.1010359975367172,0.0178682802240008,amigo2,47.08695652173913,p130070,0.0756992432748148,1,0,0.10014721669394601,0,0,0.05236074625525216
0.132519948885469,1.1417017915402907,0.0032395055349099,amot,46.43478260869565,p130070,0.1063903857168863,1,1,0.02615738355543531,0,1,0.012065505308592994
0.3603857611066905,1.4338824439633122,2.015106261810157e-21,angpt2,47.869565217391305,p130070,0.2841705535213858,1,1,2.2824843088706494e-19,1,1,2.101467958744878e-19
0.2089539145048711,1.2323882020010366,1.5033076568912717e-06,angptl1,46.21739130434783,p130070,0.1603483297945107,1,1,3.096760746470909e-05,0,1,1.1057073949930763e-05
0.1904640943320016,1.2098109337878826,3.416240133434225e-06,angptl2,47.30434782608695,p130070,0.1509273130923803,1,1,6.539367983174585e-05,0,1,2.3638438837980894e-05
0.2856714036230101,1.330655134948926,2.776936608539563e-11,angptl4,47.130434782608695,p130070,0.2154390375024314,1,1,1.2033796005927883e-09,1,1,4.769796998197367e-10
