coefficient,hazard_ratio,pvalue,covar,disease,disease_field
2.096329107729033,8.136247736695498,0.566652765123227,PC16,p131632,p131632
-2.52537032567569,0.0800286706269083,0.5937204425559539,PC17,p131632,p131632
1.779792472615862,5.928625938683837,0.5850431469977814,PC18,p131632,p131632
4.611758166030406,100.66097285161064,1.9389592272253776e-08,PC19,p131632,p131632
3.5653526179760924,35.351916928117454,0.0002688157758286475,PC20,p131632,p131632
-0.017759707478461,0.9823970666668272,0.9996369549128212,PC21,p131632,p131632
-4.965532806133286,0.0069742338044473,2.3159776058380378e-06,PC22,p131632,p131632
3.5358041421339874,34.322603871861624,0.012419462651807,PC23,p131632,p131632
-4.614604407563842,0.0099061014107398,0.0197768355693108,PC24,p131632,p131632
3.5290818093890133,34.09264968819422,1.441166423433154e-05,PC25,p131632,p131632
3.0676712440425624,21.49179520749004,0.7456277909907164,PC26,p131632,p131632
-4.312954390133704,0.0133939202170091,4.1835223730232295e-11,PC27,p131632,p131632
4.457062197887521,86.23379876724792,0.035646874573878,PC28,p131632,p131632
-3.833907081143984,0.0216249598860992,0.1293549105222653,PC29,p131632,p131632
-3.578562195445215,0.0279158068884443,0.5239809488578278,PC30,p131632,p131632
-5.203981785310043,0.0054946423191033,0.0050950897750168,PC31,p131632,p131632
3.3864281304743598,29.56017837723543,0.4467874565387025,PC32,p131632,p131632
3.177796504327591,23.99382497004351,0.063664851859479,PC33,p131632,p131632
1.4280801686200908,4.170684489987213,0.0,PC1,p131636,p131636
1.37812523960708,3.9674566203406334,5.4464069581725685e-25,PC2,p131636,p131636
0.6651344752798093,1.9447520248262575,0.0029490157103556,PC3,p131636,p131636
0.0676169859762507,1.069955422056227,0.854831616341018,PC4,p131636,p131636
1.886290813303377,6.594861685399816,1.0661413327502433e-22,PC5,p131636,p131636
0.5171089831861941,1.677171901888621,0.0809980556308861,PC6,p131636,p131636
1.6956041128950874,5.44993734835876,2.352163297579592e-13,PC7,p131636,p131636
0.2078504197575564,1.231029018157515,0.6134946362718228,PC8,p131636,p131636
0.6976364697025367,2.0089987621946874,0.0410210100731777,PC9,p131636,p131636
1.9630167241192285,7.120776113007734,3.390926151525603e-35,PC10,p131636,p131636
-0.0938855308086849,0.9103869675364628,0.8491893166640477,PC11,p131636,p131636
0.2873286446095371,1.3328621794746918,0.543506130892093,PC12,p131636,p131636
0.729788304624161,2.074641369199002,0.0732616811104485,PC13,p131636,p131636
0.503557012978294,1.6545962361273965,0.2743496505057789,PC14,p131636,p131636
-1.5593162010962816,0.2102798111548942,3.079663270326224e-08,PC15,p131636,p131636
-1.9571155972572472,0.1412652998559522,1.0943202922661525e-22,PC16,p131636,p131636
-0.4758818166756365,0.6213369095699564,0.377692874738994,PC17,p131636,p131636
-1.2834623966850756,0.2770762896860896,0.0003989540702462382,PC18,p131636,p131636
-0.0814411364791494,0.921786967883366,0.8823924523761293,PC19,p131636,p131636
0.6579962807298552,1.9309194351151,0.2077550213499557,PC20,p131636,p131636
-1.4488819704860034,0.2348326912589013,0.0008171897254379327,PC21,p131636,p131636
0.8198592878544955,2.2701803731056884,0.0071191414153947,PC22,p131636,p131636
-0.950001876976538,0.3867402975513552,0.0535937664147927,PC23,p131636,p131636
1.1555998254652575,3.175927848706816,0.0016021952137903,PC24,p131636,p131636
1.1919411422850328,3.293468096634003,0.0088561641022688,PC25,p131636,p131636
-0.6616443900280498,0.5160021277162095,0.2026854581557652,PC26,p131636,p131636
-0.4431919547031404,0.6419839634184538,0.4396936221573244,PC27,p131636,p131636
-1.3384464719015228,0.2622527693232752,0.0018674292795954,PC28,p131636,p131636
0.4614229352637022,1.5863296241617093,0.4184997288196093,PC29,p131636,p131636
-1.7270948682940923,0.1778001933768503,3.7281936370307305e-05,PC30,p131636,p131636
1.3999620190385216,4.055045949375831,0.0010024054671975,PC31,p131636,p131636
0.5133333869318393,1.6708515170567455,0.3722334345462475,PC32,p131636,p131636
0.1685033086964034,1.1835321427869243,0.7842011674300787,PC33,p131636,p131636
1.514293039032381,4.5462060003020985,0.0,PC1,p131648,p131648
