coefficient,pvalue,var_explained,covar,disease_field
-2.975111117006928,0.0086124230321187,-1,PC13,p130828
8.40612047459824,2.709306928797297e-16,-1,PC14,p130828
-5.016339666964956,2.3471013413070794e-08,-1,PC15,p130828
-4.15299259334802,0.001984078125097,-1,PC16,p130828
5.344734191360983,1.8439351689197417e-08,-1,PC17,p130828
5.982956210824271,3.0017449281403676e-09,-1,PC18,p130828
-3.349849122811094,0.111266627955038,-1,PC19,p130828
4.778407652789735,1.5101329480115693e-05,-1,PC20,p130828
-2.202089358802666,0.3648069733444835,-1,PC21,p130828
6.795906327159872,1.5073356093805643e-09,-1,PC22,p130828
7.786482226773721,1.5103888533356781e-15,-1,PC23,p130828
0.6797908625090106,0.8677702737669801,-1,PC24,p130828
4.921781001562967,5.267146180508252e-06,-1,PC25,p130828
-4.593135637459386,0.0070909549944626,-1,PC26,p130828
7.740064846244785e-10,0.9999999999700192,-1,PC1,p130842
7.854932257456926,0.7744012122302659,-1,PC2,p130842
2466951378675681.0,0.0,-1,PC3,p130842
5.776408734385447,0.0036212642577482,-1,PC4,p130842
-2.589423447455603e-08,0.999999999551445,-1,PC5,p130842
-8.334657847462926e-10,0.9999999999855622,-1,PC6,p130842
62384335.44561039,0.188627027509721,-1,PC7,p130842
3.051101034196061e+16,2.232540729866222e-05,-1,PC8,p130842
-3.631460083129099e+16,0.00039806563539646913,-1,PC9,p130842
-3.881389397382208e+16,1.0104164802034853e-05,-1,PC10,p130842
7.835995363973454e+16,0.0002074021480683808,-1,PC11,p130842
2.920098112993467e+16,0.0015547040341342,-1,PC12,p130842
-3.4906952127182188e+16,6.261792821114649e-06,-1,PC13,p130842
3.7601846905513176e+16,3.2932141544201224e-06,-1,PC14,p130842
1.3024597704781053e+17,8.77721052617102e-06,-1,PC15,p130842
-1.770814658112758e+18,0.9933537989937335,-1,PC16,p130842
-1.988069797298997e+16,2.0236261330961788e-05,-1,PC17,p130842
8.37520966153146e+16,4.33792905226103e-07,-1,PC18,p130842
3.934930771501562e+16,0.0017594128661339,-1,PC19,p130842
5.908495513295991e+16,2.7237914045707752e-08,-1,PC20,p130842
-3.057416080298538e+17,2.2150895408877408e-05,-1,PC21,p130842
3.156329638725017e+16,0.0005100098193657241,-1,PC22,p130842
-8.274157454098848e+16,6.301962848426237e-07,-1,PC23,p130842
-5.014540745203385e+16,4.0277568001932e-05,-1,PC24,p130842
-1.3900166864924538e+17,1.2803921579883642e-05,-1,PC25,p130842
-1.0031274847132445e+17,0.0018718299534032,-1,PC26,p130842
85.87478061367445,0.7574739444178404,-1,PC1,p130846
1702088863847146.0,0.0,-1,PC2,p130846
9.168221043753512,0.0098130812317327,-1,PC3,p130846
8.770592252331075e+16,0.8322048413327412,-1,PC4,p130846
-1.0851581167609698e+16,5.150776414710033e-05,-1,PC5,p130846
-3.856504786219394e+16,0.0107028653212192,-1,PC6,p130846
1.3000271032868676e+16,0.0005159315308162709,-1,PC7,p130846
9.738008767878464e+30,0.0,-1,PC8,p130846
-2.895366362561325e+24,1.8171257442820885e-96,-1,PC9,p130846
5.896251039722642e+16,9.370342902996412e-05,-1,PC10,p130846
2.6847439739326744e+16,4.180703380465677e-06,-1,PC11,p130846
-2.34782008171054e+23,0.4293142052659153,-1,PC12,p130846
1.7344321203717302e+16,6.0536535071256135e-06,-1,PC13,p130846
-2.270080753733985e+16,0.0002004889603275866,-1,PC14,p130846
-3.1978025970316184e+16,3.44318478178843e-06,-1,PC15,p130846
5.827140190565823e+16,0.0252223951745505,-1,PC16,p130846
-1.4114373266615069e+17,0.994123705478426,-1,PC17,p130846
1.086393993370885e+31,0.0,-1,PC18,p130846
-2.479127626362825e+16,0.00023450761314404656,-1,PC19,p130846
1.2739063030123038e+16,0.9820599448986904,-1,PC20,p130846
2.845057652974016e+16,2.2245155005545344e-05,-1,PC21,p130846
-3.038834321268407e+16,0.0003562323912495958,-1,PC22,p130846
-4.108625853302298e+16,7.708383299873436e-05,-1,PC23,p130846
-2.4757559111346768e+17,0.5569440101852364,-1,PC24,p130846
-4.7042664740617e+16,1.662426600126602e-05,-1,PC25,p130846
